scale : 2 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
558000-count 	 lr : 0.000025 	 RGB_PSNR : 36.036470 	 Y_PSNR : 38.231854 
559000-count 	 lr : 0.000025 	 RGB_PSNR : 36.034936 	 Y_PSNR : 38.235516 
560000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025406 	 Y_PSNR : 38.219506 
561000-count 	 lr : 0.000025 	 RGB_PSNR : 36.041821 	 Y_PSNR : 38.241879 
562000-count 	 lr : 0.000025 	 RGB_PSNR : 36.034263 	 Y_PSNR : 38.232887 
563000-count 	 lr : 0.000025 	 RGB_PSNR : 36.032109 	 Y_PSNR : 38.226698 
564000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023041 	 Y_PSNR : 38.217075 
565000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012576 	 Y_PSNR : 38.205868 
566000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028675 	 Y_PSNR : 38.221995 
567000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018447 	 Y_PSNR : 38.211635 
568000-count 	 lr : 0.000025 	 RGB_PSNR : 36.024808 	 Y_PSNR : 38.219067 
569000-count 	 lr : 0.000025 	 RGB_PSNR : 36.018578 	 Y_PSNR : 38.214168 
570000-count 	 lr : 0.000025 	 RGB_PSNR : 36.016683 	 Y_PSNR : 38.206705 
571000-count 	 lr : 0.000025 	 RGB_PSNR : 35.999850 	 Y_PSNR : 38.188887 
572000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023007 	 Y_PSNR : 38.218054 
573000-count 	 lr : 0.000025 	 RGB_PSNR : 36.029030 	 Y_PSNR : 38.225660 
574000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023770 	 Y_PSNR : 38.219653 
575000-count 	 lr : 0.000025 	 RGB_PSNR : 36.019292 	 Y_PSNR : 38.212072 
576000-count 	 lr : 0.000025 	 RGB_PSNR : 36.034764 	 Y_PSNR : 38.233203 
577000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023600 	 Y_PSNR : 38.220234 
578000-count 	 lr : 0.000025 	 RGB_PSNR : 36.010857 	 Y_PSNR : 38.204557 
579000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022030 	 Y_PSNR : 38.217613 
580000-count 	 lr : 0.000025 	 RGB_PSNR : 36.040216 	 Y_PSNR : 38.238588 
581000-count 	 lr : 0.000025 	 RGB_PSNR : 36.023142 	 Y_PSNR : 38.222457 
582000-count 	 lr : 0.000025 	 RGB_PSNR : 36.038701 	 Y_PSNR : 38.238249 
583000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028806 	 Y_PSNR : 38.223048 
584000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031031 	 Y_PSNR : 38.229023 
585000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022879 	 Y_PSNR : 38.220720 
586000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021635 	 Y_PSNR : 38.216520 
587000-count 	 lr : 0.000025 	 RGB_PSNR : 36.012603 	 Y_PSNR : 38.203130 
588000-count 	 lr : 0.000025 	 RGB_PSNR : 36.020441 	 Y_PSNR : 38.216761 
589000-count 	 lr : 0.000025 	 RGB_PSNR : 36.029180 	 Y_PSNR : 38.231191 
590000-count 	 lr : 0.000025 	 RGB_PSNR : 36.021496 	 Y_PSNR : 38.220171 
591000-count 	 lr : 0.000025 	 RGB_PSNR : 36.014917 	 Y_PSNR : 38.211194 
592000-count 	 lr : 0.000025 	 RGB_PSNR : 36.031079 	 Y_PSNR : 38.229440 
593000-count 	 lr : 0.000025 	 RGB_PSNR : 36.025251 	 Y_PSNR : 38.222890 
594000-count 	 lr : 0.000025 	 RGB_PSNR : 36.037019 	 Y_PSNR : 38.233920 
595000-count 	 lr : 0.000025 	 RGB_PSNR : 36.037253 	 Y_PSNR : 38.235914 
596000-count 	 lr : 0.000025 	 RGB_PSNR : 36.022921 	 Y_PSNR : 38.223844 
597000-count 	 lr : 0.000025 	 RGB_PSNR : 36.034202 	 Y_PSNR : 38.231908 
598000-count 	 lr : 0.000025 	 RGB_PSNR : 36.028203 	 Y_PSNR : 38.226159 
599000-count 	 lr : 0.000025 	 RGB_PSNR : 36.017327 	 Y_PSNR : 38.213599 
600000-count 	 lr : 0.000012 	 RGB_PSNR : 36.023044 	 Y_PSNR : 38.218436 
601000-count 	 lr : 0.000012 	 RGB_PSNR : 36.027954 	 Y_PSNR : 38.227984 
602000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034739 	 Y_PSNR : 38.232302 
603000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030974 	 Y_PSNR : 38.228856 
604000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037704 	 Y_PSNR : 38.236818 
605000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028061 	 Y_PSNR : 38.224568 
606000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033185 	 Y_PSNR : 38.229842 
607000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035975 	 Y_PSNR : 38.232820 
608000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032122 	 Y_PSNR : 38.227066 
609000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032248 	 Y_PSNR : 38.231079 
610000-count 	 lr : 0.000012 	 RGB_PSNR : 36.025883 	 Y_PSNR : 38.222357 
611000-count 	 lr : 0.000012 	 RGB_PSNR : 36.022927 	 Y_PSNR : 38.221047 
612000-count 	 lr : 0.000012 	 RGB_PSNR : 36.023053 	 Y_PSNR : 38.220007 
613000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028166 	 Y_PSNR : 38.224587 
614000-count 	 lr : 0.000012 	 RGB_PSNR : 36.026963 	 Y_PSNR : 38.223943 
615000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028725 	 Y_PSNR : 38.229002 
616000-count 	 lr : 0.000012 	 RGB_PSNR : 36.025305 	 Y_PSNR : 38.222256 
617000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030817 	 Y_PSNR : 38.227254 
618000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029828 	 Y_PSNR : 38.226293 
619000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028392 	 Y_PSNR : 38.224942 
620000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028843 	 Y_PSNR : 38.226874 
621000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039206 	 Y_PSNR : 38.238014 
622000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034686 	 Y_PSNR : 38.233241 
623000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036133 	 Y_PSNR : 38.233676 
624000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031533 	 Y_PSNR : 38.230113 
625000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028778 	 Y_PSNR : 38.223758 
626000-count 	 lr : 0.000012 	 RGB_PSNR : 36.022892 	 Y_PSNR : 38.218220 
627000-count 	 lr : 0.000012 	 RGB_PSNR : 36.023785 	 Y_PSNR : 38.219848 
628000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034502 	 Y_PSNR : 38.229239 
629000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038817 	 Y_PSNR : 38.235416 
630000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028866 	 Y_PSNR : 38.222581 
631000-count 	 lr : 0.000012 	 RGB_PSNR : 36.022254 	 Y_PSNR : 38.215832 
632000-count 	 lr : 0.000012 	 RGB_PSNR : 36.021602 	 Y_PSNR : 38.216710 
633000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030552 	 Y_PSNR : 38.225804 
634000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031757 	 Y_PSNR : 38.228251 
635000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035765 	 Y_PSNR : 38.234337 
636000-count 	 lr : 0.000012 	 RGB_PSNR : 36.025588 	 Y_PSNR : 38.222407 
637000-count 	 lr : 0.000012 	 RGB_PSNR : 36.020433 	 Y_PSNR : 38.212911 
638000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036037 	 Y_PSNR : 38.233830 
639000-count 	 lr : 0.000012 	 RGB_PSNR : 36.027669 	 Y_PSNR : 38.222137 
640000-count 	 lr : 0.000012 	 RGB_PSNR : 36.021101 	 Y_PSNR : 38.213479 
641000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035912 	 Y_PSNR : 38.229034 
642000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030628 	 Y_PSNR : 38.224913 
643000-count 	 lr : 0.000012 	 RGB_PSNR : 36.025851 	 Y_PSNR : 38.219978 
644000-count 	 lr : 0.000012 	 RGB_PSNR : 36.026580 	 Y_PSNR : 38.221722 
645000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035093 	 Y_PSNR : 38.231325 
646000-count 	 lr : 0.000012 	 RGB_PSNR : 36.043406 	 Y_PSNR : 38.242755 
647000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035566 	 Y_PSNR : 38.230721 
648000-count 	 lr : 0.000012 	 RGB_PSNR : 36.027933 	 Y_PSNR : 38.223727 
649000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039323 	 Y_PSNR : 38.237243 
650000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036956 	 Y_PSNR : 38.234004 
651000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035567 	 Y_PSNR : 38.232266 
652000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034242 	 Y_PSNR : 38.229255 
653000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040356 	 Y_PSNR : 38.237525 
654000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033777 	 Y_PSNR : 38.229959 
655000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036665 	 Y_PSNR : 38.232400 
656000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037375 	 Y_PSNR : 38.232529 
657000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034341 	 Y_PSNR : 38.228775 
658000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035368 	 Y_PSNR : 38.232319 
659000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042658 	 Y_PSNR : 38.238541 
660000-count 	 lr : 0.000012 	 RGB_PSNR : 36.043089 	 Y_PSNR : 38.240466 
661000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035886 	 Y_PSNR : 38.233835 
662000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034405 	 Y_PSNR : 38.231884 
663000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040743 	 Y_PSNR : 38.237360 
664000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033227 	 Y_PSNR : 38.230369 
665000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035721 	 Y_PSNR : 38.232309 
666000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034110 	 Y_PSNR : 38.231014 
667000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030529 	 Y_PSNR : 38.227508 
668000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038724 	 Y_PSNR : 38.235199 
669000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033887 	 Y_PSNR : 38.229291 
670000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036497 	 Y_PSNR : 38.231197 
671000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031769 	 Y_PSNR : 38.227410 
672000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032735 	 Y_PSNR : 38.225403 
673000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038332 	 Y_PSNR : 38.233266 
674000-count 	 lr : 0.000012 	 RGB_PSNR : 36.045222 	 Y_PSNR : 38.240589 
675000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038643 	 Y_PSNR : 38.234594 
676000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035792 	 Y_PSNR : 38.231628 
677000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037509 	 Y_PSNR : 38.232638 
678000-count 	 lr : 0.000012 	 RGB_PSNR : 36.041813 	 Y_PSNR : 38.236443 
679000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042648 	 Y_PSNR : 38.240415 
680000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029661 	 Y_PSNR : 38.223350 
681000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037748 	 Y_PSNR : 38.233197 
682000-count 	 lr : 0.000012 	 RGB_PSNR : 36.041472 	 Y_PSNR : 38.236353 
683000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040110 	 Y_PSNR : 38.235719 
684000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035204 	 Y_PSNR : 38.231298 
685000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033889 	 Y_PSNR : 38.229678 
686000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036674 	 Y_PSNR : 38.235280 
687000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040096 	 Y_PSNR : 38.234344 
688000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033436 	 Y_PSNR : 38.228608 
689000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028552 	 Y_PSNR : 38.222153 
690000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032301 	 Y_PSNR : 38.227125 
691000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029167 	 Y_PSNR : 38.224793 
692000-count 	 lr : 0.000012 	 RGB_PSNR : 36.019443 	 Y_PSNR : 38.215363 
693000-count 	 lr : 0.000012 	 RGB_PSNR : 36.022077 	 Y_PSNR : 38.213978 
694000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030353 	 Y_PSNR : 38.225938 
695000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034828 	 Y_PSNR : 38.229548 
696000-count 	 lr : 0.000012 	 RGB_PSNR : 36.043347 	 Y_PSNR : 38.241342 
697000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030523 	 Y_PSNR : 38.225344 
698000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037862 	 Y_PSNR : 38.234400 
699000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035810 	 Y_PSNR : 38.231844 
700000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033976 	 Y_PSNR : 38.229398 
701000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032186 	 Y_PSNR : 38.229049 
702000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030972 	 Y_PSNR : 38.224180 
703000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031114 	 Y_PSNR : 38.226362 
704000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028110 	 Y_PSNR : 38.221587 
705000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035948 	 Y_PSNR : 38.229977 
706000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032161 	 Y_PSNR : 38.229656 
707000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037479 	 Y_PSNR : 38.232973 
708000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028228 	 Y_PSNR : 38.221764 
709000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029223 	 Y_PSNR : 38.225317 
710000-count 	 lr : 0.000012 	 RGB_PSNR : 36.028063 	 Y_PSNR : 38.221978 
711000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038507 	 Y_PSNR : 38.236107 
712000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036690 	 Y_PSNR : 38.233458 
713000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031737 	 Y_PSNR : 38.228057 
714000-count 	 lr : 0.000012 	 RGB_PSNR : 36.041591 	 Y_PSNR : 38.239179 
715000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039679 	 Y_PSNR : 38.236844 
716000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032172 	 Y_PSNR : 38.227028 
717000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038798 	 Y_PSNR : 38.237629 
718000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029329 	 Y_PSNR : 38.225934 
719000-count 	 lr : 0.000012 	 RGB_PSNR : 36.045929 	 Y_PSNR : 38.244275 
720000-count 	 lr : 0.000012 	 RGB_PSNR : 36.027788 	 Y_PSNR : 38.223045 
721000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040218 	 Y_PSNR : 38.237798 
722000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035465 	 Y_PSNR : 38.230365 
723000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040598 	 Y_PSNR : 38.237538 
724000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031188 	 Y_PSNR : 38.227052 
725000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038760 	 Y_PSNR : 38.237200 
726000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033208 	 Y_PSNR : 38.227127 
727000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034082 	 Y_PSNR : 38.228771 
728000-count 	 lr : 0.000012 	 RGB_PSNR : 36.041911 	 Y_PSNR : 38.238462 
729000-count 	 lr : 0.000012 	 RGB_PSNR : 36.045490 	 Y_PSNR : 38.243782 
730000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039829 	 Y_PSNR : 38.235267 
731000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035092 	 Y_PSNR : 38.231425 
732000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032632 	 Y_PSNR : 38.228280 
733000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033075 	 Y_PSNR : 38.228590 
734000-count 	 lr : 0.000012 	 RGB_PSNR : 36.047440 	 Y_PSNR : 38.245780 
735000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029671 	 Y_PSNR : 38.223604 
736000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032546 	 Y_PSNR : 38.229138 
737000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035905 	 Y_PSNR : 38.231564 
738000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029270 	 Y_PSNR : 38.225165 
739000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035188 	 Y_PSNR : 38.229364 
740000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035838 	 Y_PSNR : 38.233748 
741000-count 	 lr : 0.000012 	 RGB_PSNR : 36.044578 	 Y_PSNR : 38.242820 
742000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039108 	 Y_PSNR : 38.237378 
743000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038982 	 Y_PSNR : 38.237050 
744000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038221 	 Y_PSNR : 38.237203 
745000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036621 	 Y_PSNR : 38.233138 
746000-count 	 lr : 0.000012 	 RGB_PSNR : 36.027420 	 Y_PSNR : 38.223785 
747000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040573 	 Y_PSNR : 38.236686 
748000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037989 	 Y_PSNR : 38.234647 
749000-count 	 lr : 0.000012 	 RGB_PSNR : 36.036375 	 Y_PSNR : 38.233136 
750000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034473 	 Y_PSNR : 38.230017 
751000-count 	 lr : 0.000012 	 RGB_PSNR : 36.048229 	 Y_PSNR : 38.243221 
752000-count 	 lr : 0.000012 	 RGB_PSNR : 36.032748 	 Y_PSNR : 38.227496 
753000-count 	 lr : 0.000012 	 RGB_PSNR : 36.046710 	 Y_PSNR : 38.243059 
754000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031976 	 Y_PSNR : 38.227085 
755000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037759 	 Y_PSNR : 38.234959 
756000-count 	 lr : 0.000012 	 RGB_PSNR : 36.041212 	 Y_PSNR : 38.236815 
757000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031722 	 Y_PSNR : 38.225503 
758000-count 	 lr : 0.000012 	 RGB_PSNR : 36.046909 	 Y_PSNR : 38.244444 
759000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033773 	 Y_PSNR : 38.229741 
760000-count 	 lr : 0.000012 	 RGB_PSNR : 36.038106 	 Y_PSNR : 38.236702 
761000-count 	 lr : 0.000012 	 RGB_PSNR : 36.043373 	 Y_PSNR : 38.243034 
762000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029436 	 Y_PSNR : 38.224447 
763000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042973 	 Y_PSNR : 38.240844 
764000-count 	 lr : 0.000012 	 RGB_PSNR : 36.047627 	 Y_PSNR : 38.245581 
765000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033407 	 Y_PSNR : 38.231928 
766000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037614 	 Y_PSNR : 38.235228 
767000-count 	 lr : 0.000012 	 RGB_PSNR : 36.043995 	 Y_PSNR : 38.242632 
768000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042150 	 Y_PSNR : 38.241326 
769000-count 	 lr : 0.000012 	 RGB_PSNR : 36.050602 	 Y_PSNR : 38.249687 
770000-count 	 lr : 0.000012 	 RGB_PSNR : 36.039972 	 Y_PSNR : 38.240166 
771000-count 	 lr : 0.000012 	 RGB_PSNR : 36.044558 	 Y_PSNR : 38.241826 
772000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042313 	 Y_PSNR : 38.242174 
773000-count 	 lr : 0.000012 	 RGB_PSNR : 36.048248 	 Y_PSNR : 38.247213 
774000-count 	 lr : 0.000012 	 RGB_PSNR : 36.050014 	 Y_PSNR : 38.248475 
775000-count 	 lr : 0.000012 	 RGB_PSNR : 36.056085 	 Y_PSNR : 38.256387 
776000-count 	 lr : 0.000012 	 RGB_PSNR : 36.049907 	 Y_PSNR : 38.249259 
777000-count 	 lr : 0.000012 	 RGB_PSNR : 36.048089 	 Y_PSNR : 38.248359 
778000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042666 	 Y_PSNR : 38.241255 
779000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029377 	 Y_PSNR : 38.226244 
780000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042082 	 Y_PSNR : 38.241277 
781000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037205 	 Y_PSNR : 38.234406 
782000-count 	 lr : 0.000012 	 RGB_PSNR : 36.042036 	 Y_PSNR : 38.241154 
783000-count 	 lr : 0.000012 	 RGB_PSNR : 36.040334 	 Y_PSNR : 38.238516 
784000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034251 	 Y_PSNR : 38.230114 
785000-count 	 lr : 0.000012 	 RGB_PSNR : 36.031639 	 Y_PSNR : 38.229288 
786000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029332 	 Y_PSNR : 38.224129 
787000-count 	 lr : 0.000012 	 RGB_PSNR : 36.029864 	 Y_PSNR : 38.226772 
788000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037605 	 Y_PSNR : 38.233506 
789000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033383 	 Y_PSNR : 38.230517 
790000-count 	 lr : 0.000012 	 RGB_PSNR : 36.034794 	 Y_PSNR : 38.234458 
791000-count 	 lr : 0.000012 	 RGB_PSNR : 36.021229 	 Y_PSNR : 38.215919 
792000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035712 	 Y_PSNR : 38.233244 
793000-count 	 lr : 0.000012 	 RGB_PSNR : 36.030932 	 Y_PSNR : 38.226137 
794000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033706 	 Y_PSNR : 38.230173 
795000-count 	 lr : 0.000012 	 RGB_PSNR : 36.033776 	 Y_PSNR : 38.228544 
796000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037032 	 Y_PSNR : 38.235088 
797000-count 	 lr : 0.000012 	 RGB_PSNR : 36.024707 	 Y_PSNR : 38.220198 
798000-count 	 lr : 0.000012 	 RGB_PSNR : 36.037936 	 Y_PSNR : 38.235947 
799000-count 	 lr : 0.000012 	 RGB_PSNR : 36.035590 	 Y_PSNR : 38.234069 
800000-count 	 lr : 0.000006 	 RGB_PSNR : 36.038370 	 Y_PSNR : 38.235661 
801000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044563 	 Y_PSNR : 38.241015 
802000-count 	 lr : 0.000006 	 RGB_PSNR : 36.041511 	 Y_PSNR : 38.237408 
803000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048412 	 Y_PSNR : 38.246425 
804000-count 	 lr : 0.000006 	 RGB_PSNR : 36.039486 	 Y_PSNR : 38.234386 
805000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040311 	 Y_PSNR : 38.239239 
806000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042092 	 Y_PSNR : 38.239607 
807000-count 	 lr : 0.000006 	 RGB_PSNR : 36.035686 	 Y_PSNR : 38.230526 
808000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042378 	 Y_PSNR : 38.239806 
809000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042794 	 Y_PSNR : 38.239932 
810000-count 	 lr : 0.000006 	 RGB_PSNR : 36.037794 	 Y_PSNR : 38.233954 
811000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045635 	 Y_PSNR : 38.241479 
812000-count 	 lr : 0.000006 	 RGB_PSNR : 36.046612 	 Y_PSNR : 38.243217 
813000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040170 	 Y_PSNR : 38.235016 
814000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040583 	 Y_PSNR : 38.237634 
815000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040159 	 Y_PSNR : 38.236805 
816000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043955 	 Y_PSNR : 38.239690 
817000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040441 	 Y_PSNR : 38.237178 
818000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042532 	 Y_PSNR : 38.237724 
819000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045631 	 Y_PSNR : 38.242384 
820000-count 	 lr : 0.000006 	 RGB_PSNR : 36.038677 	 Y_PSNR : 38.234007 
821000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047034 	 Y_PSNR : 38.243361 
822000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044411 	 Y_PSNR : 38.241746 
823000-count 	 lr : 0.000006 	 RGB_PSNR : 36.042584 	 Y_PSNR : 38.237373 
824000-count 	 lr : 0.000006 	 RGB_PSNR : 36.044774 	 Y_PSNR : 38.243525 
825000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048930 	 Y_PSNR : 38.247190 
826000-count 	 lr : 0.000006 	 RGB_PSNR : 36.041157 	 Y_PSNR : 38.237479 
827000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048052 	 Y_PSNR : 38.245296 
828000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050151 	 Y_PSNR : 38.247736 
829000-count 	 lr : 0.000006 	 RGB_PSNR : 36.043276 	 Y_PSNR : 38.239525 
830000-count 	 lr : 0.000006 	 RGB_PSNR : 36.040331 	 Y_PSNR : 38.233632 
831000-count 	 lr : 0.000006 	 RGB_PSNR : 36.045255 	 Y_PSNR : 38.240783 
832000-count 	 lr : 0.000006 	 RGB_PSNR : 36.038516 	 Y_PSNR : 38.234428 
833000-count 	 lr : 0.000006 	 RGB_PSNR : 36.048831 	 Y_PSNR : 38.244035 
834000-count 	 lr : 0.000006 	 RGB_PSNR : 36.047286 	 Y_PSNR : 38.245746 
835000-count 	 lr : 0.000006 	 RGB_PSNR : 36.050917 	 Y_PSNR : 38.247454 
836000-count 	 lr : 0.000006 	 RGB_PSNR : 36.037270 	 Y_PSNR : 38.231294 
