scale : 4 	 n_feats : 64 	 n_RG : 10 	 n_RCAB : 20 
559000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635896 	 Y_PSNR : 32.562683 
560000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636452 	 Y_PSNR : 32.563634 
561000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634719 	 Y_PSNR : 32.560244 
562000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629154 	 Y_PSNR : 32.555781 
563000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630325 	 Y_PSNR : 32.556661 
564000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630295 	 Y_PSNR : 32.556889 
565000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637860 	 Y_PSNR : 32.564424 
566000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633956 	 Y_PSNR : 32.560530 
567000-count 	 lr : 0.000002 	 RGB_PSNR : 30.630969 	 Y_PSNR : 32.557489 
568000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635783 	 Y_PSNR : 32.562064 
569000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632125 	 Y_PSNR : 32.558277 
570000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629686 	 Y_PSNR : 32.556732 
571000-count 	 lr : 0.000002 	 RGB_PSNR : 30.626252 	 Y_PSNR : 32.551621 
572000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638574 	 Y_PSNR : 32.563981 
573000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634776 	 Y_PSNR : 32.561346 
574000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634953 	 Y_PSNR : 32.562074 
575000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632913 	 Y_PSNR : 32.559244 
576000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634602 	 Y_PSNR : 32.561490 
577000-count 	 lr : 0.000002 	 RGB_PSNR : 30.637261 	 Y_PSNR : 32.565080 
578000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635333 	 Y_PSNR : 32.561679 
579000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634110 	 Y_PSNR : 32.560454 
580000-count 	 lr : 0.000002 	 RGB_PSNR : 30.638228 	 Y_PSNR : 32.564684 
581000-count 	 lr : 0.000002 	 RGB_PSNR : 30.636589 	 Y_PSNR : 32.562881 
582000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629812 	 Y_PSNR : 32.556671 
583000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635920 	 Y_PSNR : 32.560559 
584000-count 	 lr : 0.000002 	 RGB_PSNR : 30.641221 	 Y_PSNR : 32.568831 
585000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635729 	 Y_PSNR : 32.562789 
586000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631808 	 Y_PSNR : 32.558536 
587000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634113 	 Y_PSNR : 32.560898 
588000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631307 	 Y_PSNR : 32.557583 
589000-count 	 lr : 0.000002 	 RGB_PSNR : 30.626230 	 Y_PSNR : 32.552781 
590000-count 	 lr : 0.000002 	 RGB_PSNR : 30.629958 	 Y_PSNR : 32.557337 
591000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631784 	 Y_PSNR : 32.558122 
592000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634156 	 Y_PSNR : 32.563168 
593000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634914 	 Y_PSNR : 32.563068 
594000-count 	 lr : 0.000002 	 RGB_PSNR : 30.634456 	 Y_PSNR : 32.561982 
595000-count 	 lr : 0.000002 	 RGB_PSNR : 30.633309 	 Y_PSNR : 32.560110 
596000-count 	 lr : 0.000002 	 RGB_PSNR : 30.631734 	 Y_PSNR : 32.558655 
597000-count 	 lr : 0.000002 	 RGB_PSNR : 30.626398 	 Y_PSNR : 32.552699 
598000-count 	 lr : 0.000002 	 RGB_PSNR : 30.635408 	 Y_PSNR : 32.564177 
599000-count 	 lr : 0.000002 	 RGB_PSNR : 30.632784 	 Y_PSNR : 32.560980 
600000-count 	 lr : 0.000001 	 RGB_PSNR : 30.633821 	 Y_PSNR : 32.560225 

